OBJECTID,FID_J26E9A6B5ECFE4F988DA8AC7353,GEOID10,,CT10,Fips1,Fips,City,treecanopy,CTBG10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,Common Name,,Shape__Area,Shape__Length,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_Pv_P,TC_P_P,TC_Pi_P,FID_L7City_Boundary,CITY,AnalysisArea
1534,3350,60372975001,6037,297500,6037297500,06037297500,San Pedro,13.41190072,2975001,0.3202,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3487,1201663.082,5741.255355,1197393.75,3551006.25,8927845.313,1791576.563,5342582.813,39.77450466,59.84179413,20.06728947,1,IN,0.32019229
1535,3351,60372975003,6037,297500,6037297500,06037297500,San Pedro,11.94992831,2975003,0.0549,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3488,205957.7109,2682.463617,182840.625,283317.1875,1530056.25,319795.3125,603112.5,18.51678247,39.41766847,20.900886,1,IN,0.05487137
1536,3352,60372971101,6037,297110,6037297110,06037297110,San Pedro,9.60722242,2971101,0.1076,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3489,403809.3086,2634.07629,288070.3125,341437.5,2998476.563,884165.625,1225603.125,11.38703248,40.87419393,29.48716145,1,IN,0.10754518
1537,3353,60371013003,6037,101300,6037101300,06037101300,Tujunga,23.32323557,1013003,0.1162,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Tujunga,3490,441652.4805,3344.995873,755718.75,647704.6875,3240196.875,681665.625,1329370.313,19.98967077,41.02745493,21.03778416,1,IN,0.1162324
1538,3354,60372966001,6037,296600,6037296600,06037296600,San Pedro,10.71424045,2966001,0.0796,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3491,298852.2969,2198.774382,237740.625,283795.3125,2218921.875,626540.625,910335.9375,12.78978389,41.02604728,28.23626339,1,IN,0.07958146
1539,3355,60372941102,6037,294110,6037294110,06037294110,Wilmington,9.6292719,2941102,0.1337,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3492,502595.9219,3473.981557,358903.125,627215.625,3727209.375,1431885.938,2059101.563,16.82802231,55.24512726,38.41710496,1,IN,0.13345789
1540,3356,60372971102,6037,297110,6037297110,06037297110,San Pedro,9.15342824,2971102,0.0807,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3493,302886.5391,2391.580815,205889.0625,287254.6875,2249310.938,582004.6875,869259.375,12.77078605,38.64558521,25.87479916,1,IN,0.08067268
1541,3357,60372965002,6037,296500,6037296500,06037296500,San Pedro,16.33333333,2965002,0.1147,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3494,430669.3281,3233.088918,522309.375,715092.1875,3197812.5,713714.0625,1428806.25,22.36191733,44.68073879,22.31882146,1,IN,0.11458805
1542,3359,60376201011,6037,620101,6037620101,06037620101,El Segundo,17.86407231,6201011,0.1462,BG 1,22412,22412,El Segundo,El Segundo,City of El Segundo,3496,551309.1406,3133.203496,727650,891309.375,4073259.375,912445.3125,1803754.688,21.88196952,44.282834,22.40086448,1,IN,0.00329592
1543,3360,60372962203,6037,296220,6037296220,06037296220,San Pedro,13.34247685,2962203,0.1096,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3497,411465.4961,2792.579613,407671.875,186960.9375,3055443.75,809465.625,996426.5625,6.11894549,32.61151715,26.49257166,1,IN,0.10957529
1544,3362,60371953001,6037,195300,6037195300,06037195300,Los Feliz,26.28773143,1953001,0.0631,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Los Feliz,3499,238849.9141,1953.567103,461826.5625,298223.4375,1756814.063,346218.75,644442.1875,16.97524194,36.68243562,19.70719369,1,IN,0.06307594
1545,3371,60371914101,6037,191410,6037191410,06037191410,East Hollywood,12.68017445,1914101,0.0614,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3508,232570.2188,2184.984115,217110.9375,81168.75,1712207.813,567675,648843.75,4.74058986,37.89515182,33.15456196,1,IN,0.06143226
1546,3372,60371918103,6037,191810,6037191810,06037191810,Hollywood,9.36888086,1918103,0.047,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3509,177806.7031,1704.153748,122456.25,58612.5,1307053.125,468829.6875,527442.1875,4.48432423,40.35353861,35.86921438,1,IN,0.04696771
1547,3373,60371915003,6037,191500,6037191500,06037191500,East Hollywood,14.76246981,1915003,0.0475,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3510,179919.2578,1820.477018,195946.875,74671.875,1327331.25,349312.5,423984.375,5.62571513,31.94261982,26.31690469,1,IN,0.04752877
1548,3374,60371918201,6037,191820,6037191820,06037191820,Hollywood,10.50517816,1918201,0.0471,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3511,178440.9844,1708.004797,137939.0625,89789.0625,1313057.813,380545.3125,470334.375,6.83816521,35.81977659,28.98161139,1,IN,0.04713926
1549,3375,60371918102,6037,191810,6037191810,06037191810,Hollywood,11.13163674,1918102,0.078,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3512,295258.625,2186.240453,242353.125,81295.3125,2177156.25,729351.5625,810646.875,3.73401369,37.23420747,33.50019377,1,IN,0.07799267
1550,3376,60371914102,6037,191410,6037191410,06037191410,East Hollywood,11.85887806,1914102,0.0588,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3513,222573.1797,2161.469493,194273.4375,82490.625,1638210.938,531379.6875,613870.3125,5.03540925,37.47199451,32.43658526,1,IN,0.05879449
1551,3377,60371914201,6037,191420,6037191420,06037191420,East Hollywood,12.71482357,1914201,0.0591,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3514,223798.1914,1909.850329,209432.8125,86864.0625,1647154.688,573651.5625,660515.625,5.27358257,40.10040041,34.82681784,1,IN,0.05912164
1552,3378,60371918202,6037,191820,6037191820,06037191820,Hollywood,12.34138654,1918202,0.0311,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3515,117710.7188,1457.407633,106818.75,45492.1875,865532.8125,220317.1875,265809.375,5.25597491,30.71049083,25.45451591,1,IN,0.03109596
1553,3379,60371915002,6037,191500,6037191500,06037191500,East Hollywood,7.56651362,1915002,0.0562,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3516,212941.2617,1984.546113,118420.3125,139106.25,1565057.813,458620.3125,597726.5625,8.88824993,38.19197973,29.30372979,1,IN,0.0562477
1554,3380,60371915001,6037,191500,6037191500,06037191500,East Hollywood,10.94197871,1915001,0.1439,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3517,544599.3086,3321.521705,439115.625,341493.75,4013128.125,1195846.875,1537340.625,8.50941558,38.30778827,29.79837268,1,IN,0.14386351
1555,3381,60371916101,6037,191610,6037191610,06037191610,East Hollywood,15.38987781,1916101,0.0746,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3518,282303.8906,2284.673863,319514.0625,207660.9375,2076131.25,534403.125,742064.0625,10.00230296,35.7426373,25.74033434,1,IN,0.07457196
1556,3382,60371917102,6037,191710,6037191710,06037191710,Hollywood,12.0968853,1917102,0.0549,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3519,207917.625,1828.170571,185203.125,144421.875,1530998.438,377170.3125,521592.1875,9.43318239,34.06876028,24.63557789,1,IN,0.05492644
1557,3383,60371917201,6037,191720,6037191720,06037191720,Hollywood,13.51392467,1917201,0.0497,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3520,188179.832,1747.128074,187382.8125,86104.6875,1386590.625,414604.6875,500709.375,6.20981319,36.11082939,29.90101621,1,IN,0.04970872
1558,3384,60371918101,6037,191810,6037191810,06037191810,Hollywood,10.92532468,1918101,0.0311,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3521,117813.3203,1458.278985,94640.625,37982.8125,866250,252562.5,290545.3125,4.38474026,33.54058442,29.15584416,1,IN,0.03112043
1559,3385,60371916201,6037,191620,6037191620,06037191620,East Hollywood,10.20468619,1916201,0.0885,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3522,335003.5156,2587.728553,251901.5625,247050,2468489.063,619860.9375,866910.9375,10.00814643,35.1190917,25.11094527,1,IN,0.088492
1560,3386,60371914202,6037,191420,6037191420,06037191420,East Hollywood,15.8704125,1914202,0.0286,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3523,108233.582,1348.782182,126548.4375,75178.125,797385.9375,231553.125,306731.25,9.42807259,38.46710051,29.03902792,1,IN,0.02859248
1561,3387,60371917202,6037,191720,6037191720,06037191720,Hollywood,13.49941784,1917202,0.0523,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3524,198181.1992,2436.140013,197282.8125,94260.9375,1461417.188,445120.3125,539381.25,6.44996776,36.90809542,30.45812765,1,IN,0.05234901
1562,3388,60371912041,6037,191204,6037191204,06037191204,East Hollywood,14.80709952,1912041,0.0776,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3525,293951,2181.81025,320864.0625,181293.75,2166960.938,690651.5625,871945.3125,8.36626756,40.23816477,31.87189721,1,IN,0.07763974
1563,3389,60371957202,6037,195720,6037195720,06037195720,Silverlake,17.45608585,1957202,0.0447,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Silverlake,3526,168968.1172,1831.554593,217307.8125,294693.75,1244882.813,184767.1875,479460.9375,23.67240892,38.51454391,14.84213499,1,IN,0.04465094
1564,3390,60371912011,6037,191201,6037191201,06037191201,East Hollywood,16.40959795,1912011,0.1257,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3527,475938.6758,2926.668763,575100,251465.625,3504656.25,1005145.313,1256610.938,7.17518658,35.85546906,28.68028248,1,IN,0.12568693
1565,3391,60371912012,6037,191201,6037191201,06037191201,East Hollywood,13.20429243,1912012,0.0953,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3528,360738.8359,2690.198784,350915.625,165600,2657587.5,829828.125,995428.125,6.23121534,37.45608094,31.2248656,1,IN,0.09527181
1566,3392,60371911101,6037,191110,6037191110,06037191110,East Hollywood,13.5369059,1911101,0.0603,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3529,228470.3477,1942.154255,227418.75,102867.1875,1679990.625,486421.875,589289.0625,6.12308104,35.07692565,28.95384461,1,IN,0.06033965
1567,3393,60371912031,6037,191203,6037191203,06037191203,East Hollywood,8.4374416,1912031,0.0351,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3530,132878.6719,1518.996217,82532.8125,34200,978173.4375,304284.375,338484.375,3.49631248,34.60371771,31.10740522,1,IN,0.03509541
1568,3394,60371911102,6037,191110,6037191110,06037191110,East Hollywood,10.71697266,1911102,0.045,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,3531,170273.4063,1651.460297,134212.5,99450,1252335.938,461868.75,561318.75,7.94115996,44.82173937,36.88057942,1,IN,0.04496978
1569,3395,60371910002,6037,191000,6037191000,06037191000,Hollywood,12.10084034,1910002,0.0594,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3532,225034.1523,2034.742903,200475,59231.25,1656703.125,514532.8125,573764.0625,3.57524828,34.63288346,31.05763518,1,IN,0.05942778
1570,3396,60371991201,6037,199120,6037199120,06037199120,Lincoln Heights,18.65771443,1991201,0.0917,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Lincoln Heights,3533,346859.8867,3002.431286,476746.875,390670.3125,2555226.563,630773.4375,1021443.75,15.28906744,39.97468424,24.6856168,1,IN,0.09166323
1571,3397,60372244201,6037,224420,6037224420,06037224420,Westlake,17.28178879,2244201,0.0524,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,3534,198216,1933.190689,252590.625,125718.75,1461600,302259.375,427978.125,8.60144704,29.28148091,20.68003387,1,IN,0.05242661
1572,3400,60373021041,6037,302104,6037302104,06037302104,Glendale,16.05112517,3021041,0.0768,BG 1,30000,30000,Glendale,Glendale,City of Glendale,3537,291214.793,2217.5137,343842.1875,362854.6875,2142168.75,711506.25,1074360.938,16.93866029,50.15295539,33.21429509,1,IN,1.20E-07
1573,3401,60373021024,6037,302102,6037302102,06037302102,Glendale,23.79904031,3021024,0.0561,BG 4,30000,30000,Glendale,Glendale,City of Glendale,3538,212734.4336,2460.666999,372445.3125,307054.6875,1564959.375,199589.0625,506643.75,19.62061715,32.37424294,12.75362579,1,IN,1.16E-06
1574,3402,60373021022,6037,302102,6037302102,06037302102,Glendale,20.63108038,3021022,0.069,BG 2,30000,30000,Glendale,Glendale,City of Glendale,3539,261570.3398,2290.963232,396928.125,421270.3125,1923932.813,337739.0625,759009.375,21.89631102,39.45092937,17.55461835,1,IN,0.00046981
1575,3419,60371173012,6037,117301,6037117301,06037117301,North Hills,20.19236261,1173012,0.1766,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - North Hills,3556,671137.9531,4228.325108,994331.25,741403.125,4924293.75,1323210.938,2064614.063,15.05602961,41.92711011,26.8710805,1,IN,0.17665208
1576,3420,60371173011,6037,117301,6037117301,06037117301,North Hills,17.05137698,1173011,0.2119,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - North Hills,3557,805094.207,3702.494556,1007128.125,992320.3125,5906432.813,1799718.75,2792039.063,16.80067046,47.27115589,30.47048544,1,IN,0.21188123
1577,3421,60371194004,6037,119400,6037119400,06037119400,Arleta,22.85629277,1194004,0.1611,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Arleta,3558,611912.4219,3592.309239,1026267.188,869639.0625,4490085.938,1054968.75,1924607.813,19.36798259,42.86349614,23.49551355,1,IN,0.1610735
1578,3422,60371173013,6037,117301,6037117301,06037117301,North Hills,22.54385824,1173013,0.1257,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - North Hills,3559,477597.8125,2929.827535,790059.375,552684.375,3504543.75,821882.8125,1374567.188,15.77050864,39.2224291,23.45192045,1,IN,0.12571847
1579,3423,60371174042,6037,117404,6037117404,06037117404,North Hills,22.06752063,1174042,0.1563,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - North Hills,3560,593558.9766,3407.679245,961298.4375,676167.1875,4356168.75,1130428.125,1806595.313,15.52206139,41.47211497,25.95005359,1,IN,0.15626995
1580,3424,60371173024,6037,117302,6037117302,06037117302,Northridge,19.64479024,1173024,0.3061,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Northridge,3561,1162874.844,5171.388738,1676615.625,1016226.563,8534657.813,2898154.688,3914381.25,11.90705691,45.86453653,33.95747962,1,IN,0.30616442
1581,3425,60371154012,6037,115401,6037115401,06037115401,Northridge,26.74025596,1154012,0.3609,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Northridge,3562,1370554.195,6572.428595,2690198.438,1766812.5,10060481.25,2575490.625,4342303.125,17.56190838,43.16198219,25.6000738,1,IN,0.36089387
1582,3426,60371153011,6037,115301,6037115301,06037115301,Northridge,23.76189683,1153011,0.2302,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Northridge,3563,874771.7734,4103.807358,1525148.438,1197421.875,6418462.5,1466592.188,2664014.063,18.6558989,41.50548613,22.84958723,1,IN,0.23021481
1583,3440,60371348004,6037,134800,6037134800,06037134800,Winnetka,20.68249453,1348004,0.138,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3581,523713.875,4046.732954,795543.75,475860.9375,3846459.375,1226770.313,1702631.25,12.37140162,44.26489621,31.89349459,1,IN,0.13799371
1584,3441,60371347101,6037,134710,6037134710,06037134710,Winnetka,17.27313712,1347101,0.0627,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3582,237944.043,1952.725807,301725,181617.1875,1746787.5,388223.4375,569840.625,10.39721131,32.62220648,22.22499517,1,IN,0.06267988
1585,3442,60371347203,6037,134720,6037134720,06037134720,Winnetka,20.74802554,1347203,0.0834,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3583,316476.832,2274.280842,482104.6875,235209.375,2323617.188,607106.25,842315.625,10.12255273,36.25018912,26.1276364,1,IN,0.08336838
1586,3443,60371348002,6037,134800,6037134800,06037134800,Winnetka,22.92822129,1348002,0.166,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3584,630030.8945,3602.328062,1060959.375,697950,4627307.813,1170309.375,1868259.375,15.08328446,40.37465089,25.29136644,1,IN,0.16600494
1587,3444,60371348005,6037,134800,6037134800,06037134800,Winnetka,23.39647531,1348005,0.0956,BG 5,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3585,362933.4297,3208.480886,623545.3125,415856.25,2665125,689878.125,1105734.375,15.60363022,41.48902491,25.88539468,1,IN,0.09562275
1588,3445,60371347102,6037,134710,6037134710,06037134710,Winnetka,20.90794782,1347102,0.1576,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3586,598398.4023,3667.034397,918956.25,582356.25,4395248.438,1151957.813,1734314.063,13.24967765,39.45884032,26.20916266,1,IN,0.15764148
1589,3446,60371347202,6037,134720,6037134720,06037134720,Winnetka,18.83463262,1347202,0.1619,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Winnetka,3587,614576.25,3956.15276,850064.0625,547340.625,4513303.125,1366171.875,1913512.5,12.12727375,42.39716339,30.26988964,1,IN,0.16190298
1590,3447,60371344221,6037,134422,6037134422,06037134422,Westhills,24.24785937,1344221,0.2613,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,3588,991853.3359,4754.958363,1766151.563,1078270.313,7283742.188,1833651.563,2911921.875,14.8037957,39.9783765,25.1745808,1,IN,0.26130111
1591,3448,60371345202,6037,134520,6037134520,06037134520,Canoga Park,12.21084221,1345202,0.1775,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,3589,673705.7891,3333.683157,604237.5,372895.3125,4948368.75,2072868.75,2445764.063,7.535722,49.425663,41.889941,1,IN,0.17750745
1592,3449,60371343051,6037,134305,6037134305,06037134305,Canoga Park,12.21654645,1343051,0.1381,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,3590,524252.5742,2986.877289,470165.625,469617.1875,3848596.875,1285551.563,1755168.75,12.20229613,45.60541951,33.40312338,1,IN,0.13806393
1593,3450,60371344222,6037,134422,6037134422,06037134422,Westhills,26.03386923,1344222,0.6446,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,3591,2446899.543,8850.652191,4678031.25,3736279.688,17969020.31,3844996.875,7581276.563,20.7928959,42.19081748,21.39792158,1,IN,0.64461173
1594,3451,60371343023,6037,134302,6037134302,06037134302,Westhills,22.46167614,1343023,0.1871,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,3592,710626.7344,4717.642996,1171814.063,835846.875,5216948.438,1312228.125,2148075,16.02175841,41.17493254,25.15317413,1,IN,0.18715215
1595,3452,60371343031,6037,134303,6037134303,06037134303,Canoga Park,22.23488506,1343031,0.0956,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,3593,362897.0313,2455.783561,592621.875,365104.6875,2665279.688,588079.6875,953184.375,13.69855063,35.76301502,22.06446439,1,IN,0.09559748
1596,3453,60371343022,6037,134302,6037134302,06037134302,Westhills,21.40280905,1343022,0.1942,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,3594,737529.8438,3897.828116,1159101.563,814935.9375,5415651.563,1205493.75,2020429.688,15.04779117,37.3072319,22.25944074,1,IN,0.19425997
1597,3454,60371343034,6037,134303,6037134303,06037134303,Canoga Park,20.87177986,1343034,0.1844,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,3595,700055.8828,4240.020417,1072926.563,730996.875,5140560.938,1308375,2039371.875,14.22017721,39.67216613,25.45198892,1,IN,0.18442578
1598,3455,60371343041,6037,134304,6037134304,06037134304,Canoga Park,10.60172312,1343041,0.1105,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,3596,419468.5156,4044.133868,326531.25,722742.1875,3079982.813,823331.25,1546073.438,23.46578639,50.19746965,26.73168326,1,IN,0.11047717
1599,3456,60372691002,6037,269100,6037269100,06037269100,Palms,17.60604367,2691002,0.0433,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Palms,3597,163955.043,1843.481314,212695.3125,133087.5,1208081.25,272025,405112.5,11.01643619,33.53354752,22.51711133,1,IN,0.04334278
1600,3457,60372676002,6037,267600,6037267600,06037267600,West LA,10.07892567,2676002,0.1927,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3598,728527.7461,3555.24768,541434.375,374034.375,5371945.313,1454062.5,1828096.875,6.96273609,34.03044463,27.06770854,1,IN,0.19269002
1601,3458,60372675022,6037,267502,6037267502,06037267502,West LA,20.57112436,2675022,0.0919,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3599,347502.9766,2433.244301,527076.5625,460265.625,2562215.625,414829.6875,875095.3125,17.96357888,34.15385122,16.19027234,1,IN,0.09190564
1602,3459,60372676001,6037,267600,6037267600,06037267600,West LA,23.25688268,2676001,0.0834,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3600,315437.6992,2272.17477,540871.875,398446.875,2325642.188,474370.3125,872817.1875,17.13276776,37.530158,20.39739024,1,IN,0.08342183
1603,3460,60372677002,6037,267700,6037267700,06037267700,West LA,11.74495487,2677002,0.2633,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3601,995789.3984,4426.092311,862298.4375,769429.6875,7341862.5,1696654.688,2466084.375,10.48003402,33.58935658,23.10932257,1,IN,0.26335125
1604,3461,60372675012,6037,267501,6037267501,06037267501,West LA,12.31175222,2675012,0.0508,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3602,192269.5859,1994.632093,174515.625,120600,1417471.875,357004.6875,477604.6875,8.50810532,33.69412092,25.1860156,1,IN,0.05084496
1605,3462,60372675021,6037,267502,6037267502,06037267502,West LA,13.28891516,2675021,0.0759,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3603,287143.2148,2333.739348,281320.3125,204229.6875,2116954.688,499781.25,704010.9375,9.64733391,33.25583404,23.60850012,1,IN,0.0759379
1606,3463,60372677001,6037,267700,6037267700,06037267700,West LA,12.5118474,2677001,0.0506,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3604,191190.2461,2102.558605,176357.8125,102614.0625,1409526.563,318135.9375,420750,7.28003751,29.85044846,22.57041094,1,IN,0.05055821
1607,3464,60372674021,6037,267402,6037267402,06037267402,West LA,11.65840863,2674021,0.0831,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3605,314155.0039,2327.811725,270000,182475,2315925,558000,740475,7.87914116,31.97318566,24.0940445,1,IN,0.08307252
1608,3465,60372675011,6037,267501,6037267501,06037267501,West LA,12.45684809,2675011,0.0763,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3606,288439.6211,2255.789698,264881.25,144745.3125,2126390.625,593648.4375,738393.75,6.80708948,34.72521659,27.91812711,1,IN,0.07627422
1609,3466,60372674022,6037,267402,6037267402,06037267402,West LA,11.24765381,2674022,0.0825,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3607,311991.8984,2257.66172,258707.8125,110250,2300104.688,463682.8125,573932.8125,4.79326009,24.9524648,20.15920471,1,IN,0.08250479
1610,3467,60372673002,6037,267300,6037267300,06037267300,West LA,12.14666214,2673002,0.0995,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3608,376378.3672,2496.232577,337007.8125,163729.6875,2774489.063,845114.0625,1008843.75,5.90125547,36.36142465,30.46016919,1,IN,0.09952394
1611,3468,60372673001,6037,267300,6037267300,06037267300,West LA,6.64926907,2673001,0.0665,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3609,251475.9219,2171.592964,123257.8125,86695.3125,1853704.688,475073.4375,561768.75,4.67686752,30.30519121,25.62832369,1,IN,0.06649367
1612,3469,60372643021,6037,264302,6037264302,06037264302,West LA,24.08666026,2643021,0.1155,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3610,436792.043,2833.814341,775462.5,360450,3219468.75,510285.9375,870735.9375,11.19594654,27.0459509,15.85000437,1,IN,0.11548444
1613,3470,60372671004,6037,267100,6037267100,06037267100,West LA,30.25084846,2671004,0.1026,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - West LA,3611,387915.8984,2952.962144,864885.9375,546328.125,2859046.875,368043.75,914371.875,19.10875018,31.98170282,12.87295263,1,IN,0.10256218
1614,3471,60372146002,6037,214600,6037214600,06037214600,Fairfax,13.71778743,2146002,0.0622,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3612,235357.9297,2101.231454,237670.3125,168398.4375,1732570.313,410484.375,578882.8125,9.71957307,33.41179335,23.69222028,1,IN,0.06219639
1615,3472,60372146001,6037,214600,6037214600,06037214600,Fairfax,16.36465824,2146001,0.0746,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3613,282314.6797,2138.757068,339848.4375,185132.8125,2076721.875,553823.4375,738956.25,8.91466569,35.58282209,26.66815639,1,IN,0.07459965
1616,3473,60372146003,6037,214600,6037214600,06037214600,Fairfax,18.31871606,2146003,0.0876,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3614,331512.1953,2769.731853,447342.1875,271856.25,2441995.313,567450,839306.25,11.13254594,34.36969128,23.23714534,1,IN,0.08760115
1617,3474,60372148003,6037,214800,6037214800,06037214800,Fairfax,21.69059011,2148003,0.0598,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3615,226194.8789,2125.501941,361462.5,224339.0625,1666448.438,265921.875,490260.9375,13.46210644,29.41950837,15.95740192,1,IN,0.05939683
1618,3475,60372148002,6037,214800,6037214800,06037214800,Fairfax,15.61711947,2148002,0.0848,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3616,320942.8359,2972.171069,369253.125,240229.6875,2364412.5,571500,811729.6875,10.16022743,34.3311367,24.17090926,1,IN,0.08441658
1619,3476,60372147003,6037,214700,6037214700,06037214700,Fairfax,23.76059011,2147003,0.0755,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3617,285666.8828,2324.097963,500090.625,284850,2104706.25,389292.1875,674142.1875,13.53395515,32.0302269,18.49627175,1,IN,0.07549788
1620,3477,60372611021,6037,261102,6037261102,06037261102,Beverly Crest,56.61768998,2611021,0.9333,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Beverly Crest,3618,3535358.473,14730.33408,14730496.88,7085700,26017481.25,1622742.188,8708442.188,27.23438111,33.47150365,6.23712254,1,IN,0.91980959
1621,3478,60372144003,6037,214400,6037214400,06037214400,Fairfax,11.39007662,2144003,0.0414,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3619,156515.2617,1780.76373,131484.375,50498.4375,1154376.563,321201.5625,371700,4.37452034,32.19919843,27.82467809,1,IN,0.04135419
1622,3484,60371898001,6037,189800,6037189800,06037189800,Hollywood,24.08317973,1898001,0.0922,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,3625,349264.0547,2670.408808,619200,300881.25,2571089.063,434362.5,735243.75,11.70248259,28.59658814,16.89410555,1,IN,0.09120566
